>Escherichia_coli_str_K_12_substr_MG1655_tRNA-eColiLys-TTT-1-1 (tRNAscan-SE ID: chr.trna9) chr:780554-780629 (+) Lys (TTT) 76 bp Sc: 94.9
>Danio_rerio_tRNA-Leu-CAG-1-2 (tRNAscan-SE ID: chr4.trna6711) Leu (CAG) 83 bp Sc: 78.2 chr4:65227686-65227768 (-)
>Danio_rerio_tRNA-Leu-CAG-10-1 (tRNAscan-SE ID: chr4.trna4906) Leu (CAG) 83 bp Sc: 74.8 chr4:61961596-61961678 (+)
>Danio_rerio_tRNA-Leu-CAG-10-2 (tRNAscan-SE ID: chr4.trna4914) Leu (CAG) 83 bp Sc: 74.8 chr4:61969264-61969346 (+)
>Danio_rerio_tRNA-Leu-CAG-100-1 (tRNAscan-SE ID: chr4.trna1092) Leu (CAG) 83 bp Sc: 63.7 chr4:37392218-37392300 (+)
>Danio_rerio_tRNA-Leu-CAG-101-1 (tRNAscan-SE ID: chr4.trna9188) Leu (CAG) 83 bp Sc: 56.5 chr4:50230891-50230973 (-)
>Danio_rerio_tRNA-Leu-CAG-102-1 (tRNAscan-SE ID: chr4.trna2556) Leu (CAG) 83 bp Sc: 58.8 chr4:47239769-47239851 (+)
>Danio_rerio_tRNA-Leu-CAG-103-1 (tRNAscan-SE ID: chrUn_KN147632v2.trna73) Leu (CAG) 83 bp Sc: 61.7 chrUn_KN147632v2:67017-67099 (-)
>Danio_rerio_tRNA-Leu-CAG-104-1 (tRNAscan-SE ID: chr4.trna3988) Leu (CAG) 83 bp Sc: 58.5 chr4:57402758-57402840 (+)
>Danio_rerio_tRNA-Leu-CAG-105-1 (tRNAscan-SE ID: chr4.trna10267) Leu (CAG) 83 bp Sc: 53.6 chr4:43015758-43015840 (-)
>Danio_rerio_tRNA-Leu-CAG-106-1 (tRNAscan-SE ID: chr4.trna3603) Leu (CAG) 83 bp Sc: 56.3 chr4:54735469-54735551 (+)
>Danio_rerio_tRNA-Leu-CAG-107-1 (tRNAscan-SE ID: chr4.trna11265) Leu (CAG) 82 bp Sc: 61.0 chr4:37341002-37341083 (-)
>Danio_rerio_tRNA-Leu-CAG-108-1 (tRNAscan-SE ID: chr4.trna8972) Leu (CAG) 83 bp Sc: 61.5 chr4:52321282-52321364 (-)
>Danio_rerio_tRNA-Leu-CAG-109-1 (tRNAscan-SE ID: chr4.trna10263) Leu (CAG) 83 bp Sc: 67.1 chr4:43020290-43020372 (-)
>Danio_rerio_tRNA-Leu-CAG-11-1 (tRNAscan-SE ID: chr4.trna8970) Leu (CAG) 83 bp Sc: 74.0 chr4:52322991-52323073 (-)
>Danio_rerio_tRNA-Leu-CAG-11-2 (tRNAscan-SE ID: chr4.trna8805) Leu (CAG) 83 bp Sc: 74.0 chr4:53015481-53015563 (-)
>Danio_rerio_tRNA-Leu-CAG-11-3 (tRNAscan-SE ID: chr4.trna8803) Leu (CAG) 83 bp Sc: 74.0 chr4:53017190-53017272 (-)
>Danio_rerio_tRNA-Leu-CAG-11-4 (tRNAscan-SE ID: chrUn_KN149691v1.trna168) Leu (CAG) 83 bp Sc: 74.0 chrUn_KN149691v1:99555-99637 (-)
>Danio_rerio_tRNA-Leu-CAG-110-1 (tRNAscan-SE ID: chr4.trna11192) Leu (CAG) 83 bp Sc: 56.5 chr4:37529061-37529143 (-)
>Danio_rerio_tRNA-Leu-CAG-111-1 (tRNAscan-SE ID: chr4.trna11680) Leu (CAG) 83 bp Sc: 54.0 chr4:35533705-35533787 (-)
>Danio_rerio_tRNA-Leu-CAG-112-1 (tRNAscan-SE ID: chr4.trna10264) Leu (CAG) 83 bp Sc: 69.0 chr4:43019157-43019239 (-)
>Danio_rerio_tRNA-Leu-CAG-113-1 (tRNAscan-SE ID: chr4.trna3805) Leu (CAG) 83 bp Sc: 52.0 chr4:55939361-55939443 (+)
>Danio_rerio_tRNA-Leu-CAG-113-2 (tRNAscan-SE ID: chr4.trna6401) Leu (CAG) 83 bp Sc: 52.0 chr4:68143072-68143154 (-)
>Danio_rerio_tRNA-Leu-CAG-114-1 (tRNAscan-SE ID: chr4.trna6397) Leu (CAG) 83 bp Sc: 54.0 chr4:68146477-68146559 (-)
>Danio_rerio_tRNA-Leu-CAG-115-1 (tRNAscan-SE ID: chr4.trna6912) Leu (CAG) 83 bp Sc: 51.6 chr4:64213449-64213531 (-)
>Danio_rerio_tRNA-Leu-CAG-116-1 (tRNAscan-SE ID: chrUn_KN147632v2.trna75) Leu (CAG) 83 bp Sc: 60.3 chrUn_KN147632v2:65311-65393 (-)
>Danio_rerio_tRNA-Leu-CAG-117-1 (tRNAscan-SE ID: chr4.trna9189) Leu (CAG) 83 bp Sc: 55.4 chr4:50230037-50230119 (-)
>Danio_rerio_tRNA-Leu-CAG-118-1 (tRNAscan-SE ID: chr4.trna2156) Leu (CAG) 83 bp Sc: 57.5 chr4:44928221-44928303 (+)
>Danio_rerio_tRNA-Leu-CAG-119-1 (tRNAscan-SE ID: chr4.trna4092) Leu (CAG) 83 bp Sc: 64.2 chr4:58075270-58075352 (+)
>Danio_rerio_tRNA-Leu-CAG-12-1 (tRNAscan-SE ID: chr4.trna2910) Leu (CAG) 83 bp Sc: 76.1 chr4:50144569-50144651 (+)
>Danio_rerio_tRNA-Leu-CAG-120-1 (tRNAscan-SE ID: chr4.trna9029) Leu (CAG) 83 bp Sc: 58.6 chr4:51712697-51712779 (-)
>Danio_rerio_tRNA-Leu-CAG-120-2 (tRNAscan-SE ID: chr4.trna9028) Leu (CAG) 83 bp Sc: 58.6 chr4:51715436-51715518 (-)
>Danio_rerio_tRNA-Leu-CAG-120-3 (tRNAscan-SE ID: chr4.trna9026) Leu (CAG) 83 bp Sc: 58.6 chr4:51728323-51728405 (-)
>Danio_rerio_tRNA-Leu-CAG-120-4 (tRNAscan-SE ID: chr4.trna9025) Leu (CAG) 83 bp Sc: 58.6 chr4:51731063-51731145 (-)
>Danio_rerio_tRNA-Leu-CAG-120-5 (tRNAscan-SE ID: chr4.trna9024) Leu (CAG) 83 bp Sc: 58.6 chr4:51741211-51741293 (-)
>Danio_rerio_tRNA-Leu-CAG-121-1 (tRNAscan-SE ID: chr4.trna11269) Leu (CAG) 83 bp Sc: 60.7 chr4:37337028-37337110 (-)
>Danio_rerio_tRNA-Leu-CAG-121-2 (tRNAscan-SE ID: chr4.trna11267) Leu (CAG) 83 bp Sc: 60.7 chr4:37339014-37339096 (-)
>Danio_rerio_tRNA-Leu-CAG-122-1 (tRNAscan-SE ID: chr4.trna11682) Leu (CAG) 83 bp Sc: 59.2 chr4:35517886-35517968 (-)
>Danio_rerio_tRNA-Leu-CAG-123-1 (tRNAscan-SE ID: chr4.trna9050) Leu (CAG) 83 bp Sc: 56.7 chr4:51385050-51385132 (-)
>Danio_rerio_tRNA-Leu-CAG-124-1 (tRNAscan-SE ID: chr4.trna9890) Leu (CAG) 83 bp Sc: 55.7 chr4:45172357-45172439 (-)
>Danio_rerio_tRNA-Leu-CAG-125-1 (tRNAscan-SE ID: chr4.trna10168) Leu (CAG) 83 bp Sc: 54.2 chr4:43592126-43592208 (-)
>Danio_rerio_tRNA-Leu-CAG-125-2 (tRNAscan-SE ID: chr4.trna3974) Leu (CAG) 83 bp Sc: 54.2 chr4:57216897-57216979 (+)
>Danio_rerio_tRNA-Leu-CAG-126-1 (tRNAscan-SE ID: chr4.trna4905) Leu (CAG) 82 bp Sc: 53.5 chr4:61960742-61960823 (+)
>Danio_rerio_tRNA-Leu-CAG-126-2 (tRNAscan-SE ID: chr4.trna4909) Leu (CAG) 82 bp Sc: 53.5 chr4:61964435-61964516 (+)
>Danio_rerio_tRNA-Leu-CAG-126-3 (tRNAscan-SE ID: chr4.trna4913) Leu (CAG) 82 bp Sc: 53.5 chr4:61968410-61968491 (+)
>Danio_rerio_tRNA-Leu-CAG-127-1 (tRNAscan-SE ID: chr4.trna8808) Leu (CAG) 82 bp Sc: 53.8 chr4:53012918-53012999 (-)
>Danio_rerio_tRNA-Leu-CAG-128-1 (tRNAscan-SE ID: chrUn_KN149691v1.trna171) Leu (CAG) 82 bp Sc: 54.1 chrUn_KN149691v1:95599-95680 (-)
>Danio_rerio_tRNA-Leu-CAG-129-1 (tRNAscan-SE ID: chr4.trna11185) Leu (CAG) 83 bp Sc: 52.7 chr4:37551590-37551672 (-)
>Danio_rerio_tRNA-Leu-CAG-13-1 (tRNAscan-SE ID: chr4.trna2671) Leu (CAG) 83 bp Sc: 70.2 chr4:48188097-48188179 (+)
>Danio_rerio_tRNA-Leu-CAG-130-1 (tRNAscan-SE ID: chr4.trna10266) Leu (CAG) 83 bp Sc: 59.9 chr4:43016891-43016973 (-)
>Danio_rerio_tRNA-Leu-CAG-131-1 (tRNAscan-SE ID: chr4.trna9887) Leu (CAG) 83 bp Sc: 55.1 chr4:45175256-45175338 (-)
>Danio_rerio_tRNA-Leu-CAG-132-1 (tRNAscan-SE ID: chr4.trna11785) Leu (CAG) 83 bp Sc: 61.8 chr4:35002727-35002809 (-)
>Danio_rerio_tRNA-Leu-CAG-132-2 (tRNAscan-SE ID: chr4.trna11784) Leu (CAG) 83 bp Sc: 61.8 chr4:35005408-35005490 (-)
>Danio_rerio_tRNA-Leu-CAG-132-3 (tRNAscan-SE ID: chr4.trna11783) Leu (CAG) 83 bp Sc: 61.8 chr4:35008091-35008173 (-)
>Danio_rerio_tRNA-Leu-CAG-132-4 (tRNAscan-SE ID: chr4.trna11782) Leu (CAG) 83 bp Sc: 61.8 chr4:35010772-35010854 (-)
>Danio_rerio_tRNA-Leu-CAG-132-5 (tRNAscan-SE ID: chr4.trna11742) Leu (CAG) 83 bp Sc: 61.8 chr4:35076379-35076461 (-)
>Danio_rerio_tRNA-Leu-CAG-132-6 (tRNAscan-SE ID: chr4.trna11741) Leu (CAG) 83 bp Sc: 61.8 chr4:35079060-35079142 (-)
>Danio_rerio_tRNA-Leu-CAG-133-1 (tRNAscan-SE ID: chr4.trna2064) Leu (CAG) 83 bp Sc: 62.8 chr4:43897041-43897123 (+)
>Danio_rerio_tRNA-Leu-CAG-133-2 (tRNAscan-SE ID: chr4.trna6675) Leu (CAG) 83 bp Sc: 62.8 chr4:66694974-66695056 (-)
>Danio_rerio_tRNA-Leu-CAG-133-3 (tRNAscan-SE ID: chrUn_KZ116066v1.trna18) Leu (CAG) 83 bp Sc: 62.8 chrUn_KZ116066v1:120467-120549 (+)
>Danio_rerio_tRNA-Leu-CAG-14-1 (tRNAscan-SE ID: chr4.trna9049) Leu (CAG) 83 bp Sc: 77.9 chr4:51387784-51387866 (-)
>Danio_rerio_tRNA-Leu-CAG-15-1 (tRNAscan-SE ID: chr4.trna2557) Leu (CAG) 83 bp Sc: 76.0 chr4:47242516-47242598 (+)
>Danio_rerio_tRNA-Leu-CAG-16-1 (tRNAscan-SE ID: chr4.trna11107) Leu (CAG) 83 bp Sc: 74.8 chr4:38015544-38015626 (-)
>Danio_rerio_tRNA-Leu-CAG-17-1 (tRNAscan-SE ID: chr4.trna11189) Leu (CAG) 83 bp Sc: 73.2 chr4:37547058-37547140 (-)
>Danio_rerio_tRNA-Leu-CAG-17-2 (tRNAscan-SE ID: chr4.trna7908) Leu (CAG) 83 bp Sc: 73.2 chr4:58989289-58989371 (-)
>Danio_rerio_tRNA-Leu-CAG-18-1 (tRNAscan-SE ID: chr4.trna8806) Leu (CAG) 83 bp Sc: 67.9 chr4:53014627-53014709 (-)
>Danio_rerio_tRNA-Leu-CAG-18-2 (tRNAscan-SE ID: chr4.trna8804) Leu (CAG) 83 bp Sc: 67.9 chr4:53016336-53016418 (-)
>Danio_rerio_tRNA-Leu-CAG-19-1 (tRNAscan-SE ID: chr4.trna2911) Leu (CAG) 83 bp Sc: 70.8 chr4:50147309-50147391 (+)
>Danio_rerio_tRNA-Leu-CAG-2-1 (tRNAscan-SE ID: chr4.trna11268) Leu (CAG) 83 bp Sc: 79.5 chr4:37338161-37338243 (-)
>Danio_rerio_tRNA-Leu-CAG-2-10 (tRNAscan-SE ID: chr4.trna2166) Leu (CAG) 83 bp Sc: 79.5 chr4:44937320-44937402 (+)
>Danio_rerio_tRNA-Leu-CAG-2-11 (tRNAscan-SE ID: chr4.trna8973) Leu (CAG) 83 bp Sc: 79.5 chr4:52319600-52319682 (-)
>Danio_rerio_tRNA-Leu-CAG-2-12 (tRNAscan-SE ID: chr4.trna8813) Leu (CAG) 83 bp Sc: 79.5 chr4:53008365-53008447 (-)
>Danio_rerio_tRNA-Leu-CAG-2-13 (tRNAscan-SE ID: chr4.trna8812) Leu (CAG) 83 bp Sc: 79.5 chr4:53009220-53009302 (-)
>Danio_rerio_tRNA-Leu-CAG-2-14 (tRNAscan-SE ID: chr4.trna8810) Leu (CAG) 83 bp Sc: 79.5 chr4:53010930-53011012 (-)
>Danio_rerio_tRNA-Leu-CAG-2-15 (tRNAscan-SE ID: chr4.trna8809) Leu (CAG) 83 bp Sc: 79.5 chr4:53011785-53011867 (-)
>Danio_rerio_tRNA-Leu-CAG-2-16 (tRNAscan-SE ID: chr4.trna7903) Leu (CAG) 83 bp Sc: 79.5 chr4:58994555-58994637 (-)
>Danio_rerio_tRNA-Leu-CAG-2-17 (tRNAscan-SE ID: chr4.trna7901) Leu (CAG) 83 bp Sc: 79.5 chr4:58996266-58996348 (-)
>Danio_rerio_tRNA-Leu-CAG-2-18 (tRNAscan-SE ID: chr18.trna16) Leu (CAG) 83 bp Sc: 79.5 chr18:18861151-18861233 (+)
>Danio_rerio_tRNA-Leu-CAG-2-19 (tRNAscan-SE ID: chr20.trna468) Leu (CAG) 83 bp Sc: 79.5 chr20:19538941-19539023 (-)
>Danio_rerio_tRNA-Leu-CAG-2-2 (tRNAscan-SE ID: chr4.trna11266) Leu (CAG) 83 bp Sc: 79.5 chr4:37340147-37340229 (-)
>Danio_rerio_tRNA-Leu-CAG-2-20 (tRNAscan-SE ID: chr18_KZ115557v1_alt.trna1) Leu (CAG) 83 bp Sc: 79.5 chr18_KZ115557v1_alt:157595-157677 (+)
>Danio_rerio_tRNA-Leu-CAG-2-21 (tRNAscan-SE ID: chrUn_KN147632v2.trna72) Leu (CAG) 83 bp Sc: 79.5 chrUn_KN147632v2:68150-68232 (-)
>Danio_rerio_tRNA-Leu-CAG-2-22 (tRNAscan-SE ID: chrUn_KN149691v1.trna172) Leu (CAG) 83 bp Sc: 79.5 chrUn_KN149691v1:94745-94827 (-)
>Danio_rerio_tRNA-Leu-CAG-2-23 (tRNAscan-SE ID: chrUn_KN149691v1.trna170) Leu (CAG) 83 bp Sc: 79.5 chrUn_KN149691v1:96730-96812 (-)
>Danio_rerio_tRNA-Leu-CAG-2-24 (tRNAscan-SE ID: chrUn_KN149691v1.trna169) Leu (CAG) 83 bp Sc: 79.5 chrUn_KN149691v1:97585-97667 (-)
>Danio_rerio_tRNA-Leu-CAG-2-25 (tRNAscan-SE ID: chrUn_KN149691v1.trna167) Leu (CAG) 83 bp Sc: 79.5 chrUn_KN149691v1:100410-100492 (-)
>Danio_rerio_tRNA-Leu-CAG-2-26 (tRNAscan-SE ID: chrUn_KN150605v1.trna10) Leu (CAG) 83 bp Sc: 79.5 chrUn_KN150605v1:21032-21114 (+)
>Danio_rerio_tRNA-Leu-CAG-2-27 (tRNAscan-SE ID: chrUn_KN150605v1.trna11) Leu (CAG) 83 bp Sc: 79.5 chrUn_KN150605v1:21886-21968 (+)
>Danio_rerio_tRNA-Leu-CAG-2-3 (tRNAscan-SE ID: chr4.trna11263) Leu (CAG) 83 bp Sc: 79.5 chr4:37342711-37342793 (-)
>Danio_rerio_tRNA-Leu-CAG-2-4 (tRNAscan-SE ID: chr4.trna11186) Leu (CAG) 83 bp Sc: 79.5 chr4:37550735-37550817 (-)
>Danio_rerio_tRNA-Leu-CAG-2-5 (tRNAscan-SE ID: chr4.trna10356) Leu (CAG) 83 bp Sc: 79.5 chr4:41928548-41928630 (-)
>Danio_rerio_tRNA-Leu-CAG-2-6 (tRNAscan-SE ID: chr4.trna10258) Leu (CAG) 83 bp Sc: 79.5 chr4:43025955-43026037 (-)
>Danio_rerio_tRNA-Leu-CAG-2-7 (tRNAscan-SE ID: chr4.trna2159) Leu (CAG) 83 bp Sc: 79.5 chr4:44930783-44930865 (+)
>Danio_rerio_tRNA-Leu-CAG-2-8 (tRNAscan-SE ID: chr4.trna2161) Leu (CAG) 83 bp Sc: 79.5 chr4:44932771-44932853 (+)
>Danio_rerio_tRNA-Leu-CAG-2-9 (tRNAscan-SE ID: chr4.trna2165) Leu (CAG) 83 bp Sc: 79.5 chr4:44936465-44936547 (+)
>Danio_rerio_tRNA-Leu-CAG-20-1 (tRNAscan-SE ID: chr4.trna2753) Leu (CAG) 83 bp Sc: 74.5 chr4:48986743-48986825 (+)
>Danio_rerio_tRNA-Leu-CAG-20-2 (tRNAscan-SE ID: chr4.trna9329) Leu (CAG) 83 bp Sc: 74.5 chr4:49451985-49452067 (-)
>Danio_rerio_tRNA-Leu-CAG-20-3 (tRNAscan-SE ID: chr4.trna3939) Leu (CAG) 83 bp Sc: 74.5 chr4:56239202-56239284 (+)
>Danio_rerio_tRNA-Leu-CAG-20-4 (tRNAscan-SE ID: chrUn_KN149691v1.trna166) Leu (CAG) 83 bp Sc: 74.5 chrUn_KN149691v1:170828-170910 (-)
>Danio_rerio_tRNA-Leu-CAG-21-1 (tRNAscan-SE ID: chr4.trna11788) Leu (CAG) 83 bp Sc: 71.7 chr4:34983579-34983661 (-)
>Danio_rerio_tRNA-Leu-CAG-21-2 (tRNAscan-SE ID: chr4.trna11193) Leu (CAG) 83 bp Sc: 71.7 chr4:37526315-37526397 (-)
>Danio_rerio_tRNA-Leu-CAG-21-3 (tRNAscan-SE ID: chrUn_KN149691v1.trna175) Leu (CAG) 83 bp Sc: 71.7 chrUn_KN149691v1:36611-36693 (-)
>Danio_rerio_tRNA-Leu-CAG-22-1 (tRNAscan-SE ID: chr4.trna4911) Leu (CAG) 83 bp Sc: 74.1 chr4:61966144-61966226 (+)
>Danio_rerio_tRNA-Leu-CAG-23-1 (tRNAscan-SE ID: chrUn_KN147632v2.trna76) Leu (CAG) 83 bp Sc: 73.6 chrUn_KN147632v2:51355-51437 (-)
>Danio_rerio_tRNA-Leu-CAG-24-1 (tRNAscan-SE ID: chr4.trna8925) Leu (CAG) 83 bp Sc: 73.8 chr4:52568745-52568827 (-)
>Danio_rerio_tRNA-Leu-CAG-24-2 (tRNAscan-SE ID: chr4.trna8192) Leu (CAG) 83 bp Sc: 73.8 chr4:56455304-56455386 (-)
>Danio_rerio_tRNA-Leu-CAG-25-1 (tRNAscan-SE ID: chr4.trna11789) Leu (CAG) 83 bp Sc: 69.7 chr4:34982841-34982923 (-)
>Danio_rerio_tRNA-Leu-CAG-25-2 (tRNAscan-SE ID: chr4.trna1621) Leu (CAG) 83 bp Sc: 69.7 chr4:40926046-40926128 (+)
>Danio_rerio_tRNA-Leu-CAG-25-3 (tRNAscan-SE ID: chr4.trna9113) Leu (CAG) 83 bp Sc: 69.7 chr4:50988024-50988106 (-)
>Danio_rerio_tRNA-Leu-CAG-25-4 (tRNAscan-SE ID: chrUn_KN149691v1.trna176) Leu (CAG) 83 bp Sc: 69.7 chrUn_KN149691v1:33881-33963 (-)
>Danio_rerio_tRNA-Leu-CAG-25-5 (tRNAscan-SE ID: chrUn_KN149691v1.trna174) Leu (CAG) 83 bp Sc: 69.7 chrUn_KN149691v1:39346-39428 (-)
>Danio_rerio_tRNA-Leu-CAG-26-1 (tRNAscan-SE ID: chr4.trna4465) Leu (CAG) 83 bp Sc: 78.5 chr4:59482268-59482350 (+)
>Danio_rerio_tRNA-Leu-CAG-27-1 (tRNAscan-SE ID: chr4.trna2673) Leu (CAG) 83 bp Sc: 71.0 chr4:48193577-48193659 (+)
>Danio_rerio_tRNA-Leu-CAG-28-1 (tRNAscan-SE ID: chr4.trna7904) Leu (CAG) 83 bp Sc: 75.2 chr4:58993700-58993782 (-)
>Danio_rerio_tRNA-Leu-CAG-29-1 (tRNAscan-SE ID: chr4.trna11187) Leu (CAG) 83 bp Sc: 71.8 chr4:37549880-37549962 (-)
>Danio_rerio_tRNA-Leu-CAG-3-1 (tRNAscan-SE ID: chr4.trna11195) Leu (CAG) 83 bp Sc: 79.7 chr4:37520823-37520905 (-)
>Danio_rerio_tRNA-Leu-CAG-30-1 (tRNAscan-SE ID: chr4.trna7907) Leu (CAG) 83 bp Sc: 74.1 chr4:58990144-58990226 (-)
>Danio_rerio_tRNA-Leu-CAG-31-1 (tRNAscan-SE ID: chr4.trna4464) Leu (CAG) 83 bp Sc: 72.7 chr4:59479534-59479616 (+)
>Danio_rerio_tRNA-Leu-CAG-32-1 (tRNAscan-SE ID: chr4.trna11264) Leu (CAG) 83 bp Sc: 72.8 chr4:37341856-37341938 (-)
>Danio_rerio_tRNA-Leu-CAG-33-1 (tRNAscan-SE ID: chr4.trna9117) Leu (CAG) 83 bp Sc: 71.9 chr4:50829442-50829524 (-)
>Danio_rerio_tRNA-Leu-CAG-34-1 (tRNAscan-SE ID: chr4.trna4350) Leu (CAG) 83 bp Sc: 71.6 chr4:58826626-58826708 (+)
>Danio_rerio_tRNA-Leu-CAG-34-2 (tRNAscan-SE ID: chr4.trna4351) Leu (CAG) 83 bp Sc: 71.6 chr4:58829366-58829448 (+)
>Danio_rerio_tRNA-Leu-CAG-34-3 (tRNAscan-SE ID: chr4.trna4352) Leu (CAG) 83 bp Sc: 71.6 chr4:58832106-58832188 (+)
>Danio_rerio_tRNA-Leu-CAG-34-4 (tRNAscan-SE ID: chr4.trna4353) Leu (CAG) 83 bp Sc: 71.6 chr4:58834846-58834928 (+)
>Danio_rerio_tRNA-Leu-CAG-35-1 (tRNAscan-SE ID: chr4.trna8924) Leu (CAG) 83 bp Sc: 69.3 chr4:52571432-52571514 (-)
>Danio_rerio_tRNA-Leu-CAG-35-2 (tRNAscan-SE ID: chr4.trna8092) Leu (CAG) 83 bp Sc: 69.3 chr4:57777942-57778024 (-)
>Danio_rerio_tRNA-Leu-CAG-36-1 (tRNAscan-SE ID: chr4.trna8811) Leu (CAG) 83 bp Sc: 72.3 chr4:53010075-53010157 (-)
>Danio_rerio_tRNA-Leu-CAG-36-2 (tRNAscan-SE ID: chr4.trna8807) Leu (CAG) 83 bp Sc: 72.3 chr4:53013772-53013854 (-)
>Danio_rerio_tRNA-Leu-CAG-37-1 (tRNAscan-SE ID: chr4.trna11128) Leu (CAG) 83 bp Sc: 71.0 chr4:37725614-37725696 (-)
>Danio_rerio_tRNA-Leu-CAG-38-1 (tRNAscan-SE ID: chr4.trna10261) Leu (CAG) 83 bp Sc: 70.0 chr4:43022556-43022638 (-)
>Danio_rerio_tRNA-Leu-CAG-38-2 (tRNAscan-SE ID: chr4.trna10259) Leu (CAG) 83 bp Sc: 70.0 chr4:43024822-43024904 (-)
>Danio_rerio_tRNA-Leu-CAG-38-3 (tRNAscan-SE ID: chr4.trna2157) Leu (CAG) 83 bp Sc: 70.0 chr4:44929076-44929158 (+)
>Danio_rerio_tRNA-Leu-CAG-39-1 (tRNAscan-SE ID: chr4.trna11645) Leu (CAG) 83 bp Sc: 74.9 chr4:35834814-35834896 (-)
>Danio_rerio_tRNA-Leu-CAG-4-1 (tRNAscan-SE ID: chr4.trna211) Leu (CAG) 83 bp Sc: 78.6 chr4:32050642-32050724 (+)
>Danio_rerio_tRNA-Leu-CAG-4-10 (tRNAscan-SE ID: chr4.trna2909) Leu (CAG) 83 bp Sc: 78.6 chr4:50141829-50141911 (+)
>Danio_rerio_tRNA-Leu-CAG-4-11 (tRNAscan-SE ID: chr4.trna9048) Leu (CAG) 83 bp Sc: 78.6 chr4:51391667-51391749 (-)
>Danio_rerio_tRNA-Leu-CAG-4-12 (tRNAscan-SE ID: chr4.trna6411) Leu (CAG) 83 bp Sc: 78.6 chr4:68103138-68103220 (-)
>Danio_rerio_tRNA-Leu-CAG-4-13 (tRNAscan-SE ID: chrUn_KN147636v1.trna73) Leu (CAG) 83 bp Sc: 78.6 chrUn_KN147636v1:53431-53513 (-)
>Danio_rerio_tRNA-Leu-CAG-4-2 (tRNAscan-SE ID: chr4.trna9867) Leu (CAG) 83 bp Sc: 78.6 chr4:45554497-45554579 (-)
>Danio_rerio_tRNA-Leu-CAG-4-3 (tRNAscan-SE ID: chr4.trna2902) Leu (CAG) 83 bp Sc: 78.6 chr4:50122649-50122731 (+)
>Danio_rerio_tRNA-Leu-CAG-4-4 (tRNAscan-SE ID: chr4.trna2903) Leu (CAG) 83 bp Sc: 78.6 chr4:50125389-50125471 (+)
>Danio_rerio_tRNA-Leu-CAG-4-5 (tRNAscan-SE ID: chr4.trna2904) Leu (CAG) 83 bp Sc: 78.6 chr4:50128129-50128211 (+)
>Danio_rerio_tRNA-Leu-CAG-4-6 (tRNAscan-SE ID: chr4.trna2905) Leu (CAG) 83 bp Sc: 78.6 chr4:50130869-50130951 (+)
>Danio_rerio_tRNA-Leu-CAG-4-7 (tRNAscan-SE ID: chr4.trna2906) Leu (CAG) 83 bp Sc: 78.6 chr4:50133609-50133691 (+)
>Danio_rerio_tRNA-Leu-CAG-4-8 (tRNAscan-SE ID: chr4.trna2907) Leu (CAG) 83 bp Sc: 78.6 chr4:50136349-50136431 (+)
>Danio_rerio_tRNA-Leu-CAG-4-9 (tRNAscan-SE ID: chr4.trna2908) Leu (CAG) 83 bp Sc: 78.6 chr4:50139089-50139171 (+)
>Danio_rerio_tRNA-Leu-CAG-40-1 (tRNAscan-SE ID: chr4.trna11108) Leu (CAG) 83 bp Sc: 74.8 chr4:37992547-37992629 (-)
>Danio_rerio_tRNA-Leu-CAG-41-1 (tRNAscan-SE ID: chr4.trna11787) Leu (CAG) 83 bp Sc: 68.1 chr4:34996325-34996407 (-)
>Danio_rerio_tRNA-Leu-CAG-41-2 (tRNAscan-SE ID: chr4.trna10269) Leu (CAG) 83 bp Sc: 68.1 chr4:42989921-42990003 (-)
>Danio_rerio_tRNA-Leu-CAG-42-1 (tRNAscan-SE ID: chr4.trna7905) Leu (CAG) 83 bp Sc: 75.0 chr4:58992349-58992431 (-)
>Danio_rerio_tRNA-Leu-CAG-43-1 (tRNAscan-SE ID: chr4.trna10788) Leu (CAG) 83 bp Sc: 70.1 chr4:38952577-38952659 (-)
>Danio_rerio_tRNA-Leu-CAG-44-1 (tRNAscan-SE ID: chr4.trna11913) Leu (CAG) 83 bp Sc: 69.2 chr4:34099929-34100011 (-)
>Danio_rerio_tRNA-Leu-CAG-45-1 (tRNAscan-SE ID: chr4.trna2270) Leu (CAG) 83 bp Sc: 68.0 chr4:46501165-46501247 (+)
>Danio_rerio_tRNA-Leu-CAG-46-1 (tRNAscan-SE ID: chrUn_KN147636v1.trna75) Leu (CAG) 83 bp Sc: 74.7 chrUn_KN147636v1:47956-48038 (-)
>Danio_rerio_tRNA-Leu-CAG-47-1 (tRNAscan-SE ID: chr4.trna10180) Leu (CAG) 83 bp Sc: 69.8 chr4:43547502-43547584 (-)
>Danio_rerio_tRNA-Leu-CAG-47-2 (tRNAscan-SE ID: chr4.trna3351) Leu (CAG) 83 bp Sc: 69.8 chr4:52811994-52812076 (+)
>Danio_rerio_tRNA-Leu-CAG-47-3 (tRNAscan-SE ID: chr4.trna3986) Leu (CAG) 83 bp Sc: 69.8 chr4:57261609-57261691 (+)
>Danio_rerio_tRNA-Leu-CAG-48-1 (tRNAscan-SE ID: chr4.trna894) Leu (CAG) 83 bp Sc: 69.6 chr4:36754820-36754902 (+)
>Danio_rerio_tRNA-Leu-CAG-49-1 (tRNAscan-SE ID: chr4.trna11194) Leu (CAG) 83 bp Sc: 70.1 chr4:37523570-37523652 (-)
